PM25h,HUM,TEMP,CO,CO2,PM10p,NO,NO2,PM10h,PM25p
121,40.7,18.2,2.9,632,269,0.075,0.075,181,132
123,39.6,18.3,3,638,270,0.079,0.076,184,138
123,40.4,18.2,2.7,617,268,0.083,0.076,182,134
121,40.1,18.2,2.8,626,266,0.082,0.078,185,130
122,40,18.3,2.8,619,279,0.085,0.077,184,134
122,40.7,18.4,3,652,273,0.088,0.074,183,133
122,39.8,18.5,3,641,275,0.086,0.077,187,133
123,39.5,18.4,3.1,624,282,0.087,0.08,184,135
129,39.9,18.5,3,628,293,0.087,0.077,185,138
129,37.5,18.8,2.9,597,301,0.093,0.084,180,135
131,37.9,18.9,3.1,611,283,0.101,0.084,179,131
130,36.9,19,3.1,595,289,0.101,0.094,187,133
139,37,19,3.2,579,280,0.094,0.087,186,132
156,35.4,19,3.1,570,277,0.104,0.089,176,135
165,36,19.1,3,562,265,0.071,0.085,175,133
165,35.6,19.2,3,563,263,0.076,0.086,168,131
165,34.9,19.3,2.8,531,259,0.057,0.086,171,131
165,34.5,19.5,3,565,266,0.067,0.088,171,128
149,32.6,19.5,2.6,497,261,0.011,0.083,176,113
143,33,19.6,2.7,521,269,0.014,0.082,176,119
142,33.1,19.6,2.7,510,259,0.021,0.084,176,113
145,32.5,19.6,2.7,503,255,0.022,0.086,177,109
143,32.7,19.8,2.8,529,253,0.026,0.086,177,115
139,32.5,19.9,2.8,518,243,0.023,0.087,178,119
139,32.3,20,2.7,516,245,0.013,0.08,178,125
141,31.7,19.9,2.7,509,242,0.012,0.085,175,119
145,32.1,20,2.8,517,243,0.021,0.085,174,121
145,31.4,20.1,2.7,517,242,0.018,0.085,171,124
137,31.6,20.1,2.6,497,241,0.012,0.084,169,123
134,31.4,20.2,2.7,518,240,0.019,0.085,162,127
140,31.5,20.2,2.7,511,234,0.022,0.089,153,127
138,30.4,20.4,2.7,529,228,0.028,0.088,152,124
138,29.8,20.3,2.5,488,234,0.006,0.087,150,128
134,30.1,20.5,2.8,518,231,0.029,0.09,148,134
132,28,20.5,2.6,498,231,0.017,0.088,154,130
136,27.4,20.6,2.5,483,225,0.005,0.083,148,124
135,26.7,20.6,2.6,509,215,0.01,0.088,148,115
142,27.1,20.8,2.5,494,220,0.025,0.093,146,113
133,27,20.7,2.6,501,215,0.017,0.094,142,113
125,26.8,20.7,2.6,504,215,0.007,0.089,139,105
126,27.7,20.8,2.5,494,213,0.009,0.093,147,114
138,27.9,20.8,2.6,526,204,0.02,0.094,145,121
137,27.3,21,2.5,532,212,0.015,0.093,152,112
137,26.8,21,2.6,508,217,0.009,0.082,158,111
144,26,21.1,2.6,497,215,0.005,0.086,153,112
148,27.5,21.1,2.5,492,204,0.004,0.083,155,104
147,27.6,21.1,2.4,501,212,0.005,0.078,144,101
139,27.4,21.2,2.6,536,212,0.021,0.09,152,108
142,27.5,21.1,2.7,507,218,0.027,0.092,155,111
134,27.7,21.2,2.6,480,218,0.015,0.098,154,111
138,27.5,21.3,2.5,507,219,0.01,0.094,154,109
151,25,21.2,2.4,514,218,0.017,0.086,151,109
146,24.2,21.2,2.4,484,214,0.008,0.074,148,103
135,23.9,21.2,2.3,493,223,0.006,0.078,144,104
128,24.1,21.2,2.2,466,205,0.002,0.063,133,114
125,25.7,21.2,2.3,489,200,0.002,0.073,124,112
122,25.3,21.2,2.4,494,193,0.004,0.072,118,114
114,25.6,21.3,2.5,503,198,0.004,0.079,118,113
115,25.2,21.2,2.3,480,191,0.001,0.067,118,112
118,26,21.4,2.4,494,196,0.004,0.069,113,105
117,26,21.5,2.1,500,198,0.017,0.086,107,105
121,26.7,21.4,1.4,498,193,0.006,0.08,110,103
122,27,21.3,1.4,482,186,0.001,0.072,119,100
110,27.1,21.4,1.4,514,186,0.009,0.078,117,104
114,26.1,21.5,1.4,481,196,0.008,0.071,109,102
123,27.3,21.5,1.6,522,200,0.015,0.081,115,91
142,26.6,21.5,1.4,496,226,0.014,0.083,127,88
137,26.2,21.7,1.6,502,225,0.009,0.078,132,85
128,23.9,21.7,1.3,452,219,0.003,0.057,140,79
126,24.8,21.7,1.3,485,219,0.002,0.062,134,76
125,23.4,21.7,1.3,487,227,0.004,0.062,131,84
129,25.1,21.7,1.5,520,224,0.006,0.07,127,83
126,23,21.8,1.5,495,221,0.009,0.073,131,75
118,23.3,21.8,1.4,485,223,0.003,0.073,124,75
118,23.2,21.8,1.5,518,225,0.014,0.075,118,82
122,21.5,21.8,1.4,465,228,0.005,0.069,113,77
120,23,21.9,1.5,520,215,0.016,0.079,118,77
106,22.5,21.8,1.4,483,206,0.004,0.065,110,87
88,23,21.7,1.5,516,191,0.019,0.076,96,85
86,21.5,21.7,1.2,468,190,0.003,0.062,87,97
79,22.9,21.7,1.4,512,192,0.004,0.069,88,89
82,21.7,21.7,1.3,485,180,0.004,0.067,91,92
84,22.5,21.7,1.4,488,183,0.008,0.074,88,83
75,23.1,21.7,1.4,521,191,0.01,0.073,94,83
77,23,21.7,1.4,532,186,0.014,0.075,87,93
79,23.5,21.6,1.6,545,193,0.015,0.074,95,96
75,22.5,21.5,1.4,505,206,0.007,0.071,89,96
80,22.3,21.6,1.5,524,199,0.016,0.075,92,95
80,23,21.6,1.7,560,203,0.036,0.076,92,92
78,19.7,21.7,1.4,482,216,0.025,0.076,108,91
75,20.8,21.7,1.6,512,224,0.022,0.073,119,102
69,20.5,21.6,1.3,509,224,0.015,0.072,116,96
74,21.7,21.6,1.7,551,226,0.041,0.077,118,102
75,18.3,21.6,1.4,487,221,0.017,0.068,116,95
73,20.2,21.6,1.4,519,213,0.019,0.074,113,104
77,20.4,21.7,1.5,531,224,0.029,0.076,113,105
80,20.4,21.7,1.5,536,230,0.037,0.081,116,94
81,19.7,21.5,1.4,488,225,0.016,0.075,105,94
80,21.1,21.6,1.5,564,216,0.033,0.075,104,94
74,19.9,21.5,1.4,520,225,0.019,0.075,107,94
74,20.3,21.4,1.3,498,230,0.024,0.071,110,99
82,20.6,21.4,1.3,501,216,0.008,0.068,104,103
99,20.4,21.3,1.3,511,202,0.008,0.07,109,96
109,20.7,21.3,1.3,510,195,0.008,0.07,112,96
109,21.8,21.4,1.4,565,193,0.015,0.071,111,92
114,21.8,21.4,1.5,571,204,0.025,0.07,114,97
116,22.2,21.5,1.5,576,204,0.037,0.075,120,94
116,21.4,21.3,1.4,522,206,0.016,0.073,128,95
115,22.9,21.3,1.6,589,205,0.042,0.076,126,102
114,22.5,21.4,1.6,582,209,0.049,0.074,128,102
120,23,21.2,1.5,556,213,0.026,0.075,130,98
121,23.1,21.2,1.7,585,211,0.063,0.079,140,106
122,23,21.1,1.7,583,207,0.053,0.074,145,103
119,23.3,21.1,1.8,590,211,0.068,0.08,138,109
109,21.7,21,1.7,544,216,0.058,0.077,127,114
107,23.1,21,1.5,556,228,0.041,0.072,129,118
107,22.3,20.9,1.5,532,225,0.035,0.079,132,118
103,23.4,20.9,1.6,553,224,0.052,0.077,124,121
100,23.7,21,1.6,584,235,0.062,0.079,126,122
101,23.4,20.8,1.6,547,231,0.027,0.073,119,117
102,24.4,20.7,1.5,538,224,0.017,0.077,125,120
100,23.6,20.7,1.5,536,225,0.028,0.07,129,119
98,24.7,20.6,1.4,529,224,0.01,0.07,130,122
100,24.7,20.7,1.6,556,219,0.013,0.064,124,119
100,24.5,20.5,1.4,521,222,0.01,0.072,112,115
98,24.2,20.3,1.4,504,238,0.008,0.064,115,107
101,24.8,20.3,1.4,521,236,0.008,0.068,123,99
98,24.5,20.2,1.4,492,227,0.004,0.071,107,96
99,25.5,20.3,1.5,518,232,0.037,0.083,111,101
99,25.7,20.6,1.5,584,239,0.034,0.081,116,100
98,25.5,20.3,1.5,505,231,0.02,0.088,115,96
102,25.9,20.2,1.6,524,228,0.038,0.088,117,100
103,26,20.4,1.7,531,241,0.061,0.091,112,101
108,26.6,20.3,1.6,523,237,0.038,0.088,113,106
108,26.6,20.3,1.5,533,235,0.027,0.085,117,108
106,27.1,20.2,1.6,513,239,0.03,0.092,119,110
123,27.9,20.1,1.6,535,240,0.034,0.083,124,113
128,27.2,19.9,1.5,497,230,0.013,0.087,139,107
127,28,20,1.7,513,233,0.026,0.089,143,112
138,28,20.1,1.7,544,244,0.045,0.092,165,115
145,27.1,19.9,1.6,495,246,0.027,0.096,163,113
149,27.7,20,1.7,517,243,0.044,0.096,167,117
157,27.4,20,1.6,515,254,0.033,0.092,171,122
151,28.2,20,1.6,522,251,0.039,0.083,163,123
148,28.3,20,1.8,535,249,0.046,0.094,171,118
145,28.2,20.1,1.8,536,245,0.048,0.094,175,114
151,28.3,20,1.7,527,244,0.053,0.098,178,112
151,28.4,20,1.8,537,247,0.064,0.094,171,114
136,28.7,19.5,1.7,501,248,0.038,0.099,169,116
134,29.4,20,1.9,566,245,0.083,0.097,163,108
134,28.6,20.1,1.8,550,242,0.059,0.095,160,99
137,28.8,19.8,1.9,533,242,0.079,0.096,155,96
140,29.6,19.7,2.2,565,240,0.121,0.101,156,100
133,29.5,19.9,2.1,558,255,0.144,0.105,154,102
133,29.6,19.9,2,574,247,0.124,0.097,149,102
139,30,20,2.1,589,242,0.099,0.095,161,109
139,29.2,19.5,1.9,513,247,0.081,0.102,157,109
144,30,19.5,2.1,563,244,0.159,0.106,157,106
140,29.6,19.8,2.1,564,243,0.13,0.103,153,114
142,28.9,19.7,1.8,520,247,0.081,0.104,160,108
143,29.6,19.7,2,541,241,0.113,0.102,158,114
142,29.6,19.6,1.9,537,234,0.105,0.102,155,137
145,29.6,19.8,1.9,545,234,0.106,0.099,156,152
145,29.9,19.7,2,547,239,0.104,0.099,158,156
140,29.7,19.6,2,549,248,0.113,0.102,158,154
141,29.8,19.6,2.1,545,249,0.117,0.104,166,153
136,30.2,19.6,2.1,545,240,0.114,0.101,163,156
135,30,19.5,2,549,241,0.105,0.097,163,147
140,29.9,19.3,2,528,232,0.093,0.102,160,148
136,30.4,19.4,2.1,544,232,0.104,0.097,157,156
138,30.4,19.3,2,540,233,0.071,0.084,157,152
133,30.3,19.4,2,539,224,0.09,0.099,159,156
137,30.3,19.3,2,534,226,0.087,0.1,160,147
136,30.3,19.4,2.3,540,229,0.108,0.099,163,129
135,30,18.7,2.1,530,243,0.085,0.1,168,131
124,30,19.2,2.1,526,249,0.079,0.1,171,125
126,30.5,19.2,2.2,540,234,0.096,0.099,159,122
127,30.8,19.1,2.1,538,210,0.08,0.098,154,116
129,30.7,18.7,2,531,211,0.053,0.063,155,112
131,32,18.3,2,524,210,0.054,0.099,155,112
126,31.5,18.2,2,521,208,0.062,0.099,158,112
129,32.7,18.1,2,529,211,0.053,0.096,161,112
129,31.4,18.5,2,530,212,0.063,0.089,163,109
124,32.2,18,2,518,213,0.046,0.062,157,111
130,32.8,18,2,527,205,0.067,0.096,163,113
136,31.8,18.5,2,540,213,0.083,0.094,155,115
133,31.9,18.2,2,523,202,0.084,0.099,143,112
134,32.4,18,2,519,196,0.075,0.097,140,118
139,33,17.7,2,517,205,0.068,0.097,150,117
142,33.2,17.6,2,517,216,0.069,0.097,152,125
144,33.4,17.5,1.9,509,213,0.06,0.096,155,127
142,33.5,17.4,1.8,504,213,0.046,0.095,152,130
143,33.6,17.3,1.9,505,204,0.046,0.094,146,125
140,33.9,17.3,2,512,211,0.056,0.089,148,128
143,33.9,17.3,2,511,209,0.049,0.087,150,129
147,33.9,17.3,1.9,512,203,0.048,0.094,150,131
137,34.1,17.2,2,518,212,0.059,0.09,149,128
139,34.1,17.2,2,515,207,0.057,0.093,153,120
162,34.2,17.2,1.9,510,202,0.028,0.058,165,117
164,34.2,17.1,1.8,508,206,0.026,0.063,160,123
162,34.3,17.1,1.9,510,211,0.044,0.092,160,123
162,34.6,17.1,1.9,512,234,0.047,0.091,166,122
163,35,17,2,514,252,0.052,0.09,171,130
163,35.1,17,2,516,249,0.057,0.089,168,126
161,35.3,17,2.1,521,257,0.031,0.045,168,124
165,36,16.7,2.2,524,284,0.072,0.089,166,132
156,36.5,16.6,2.2,523,312,0.072,0.085,167,133
143,36.5,16.6,2.2,524,341,0.072,0.087,161,140
150,35.6,16.9,2.2,520,341,0.068,0.087,168,154
150,35.5,17,2.2,521,337,0.068,0.088,167,153
149,35.5,16.9,2.3,527,310,0.084,0.086,165,156
153,35.5,16.9,2.3,530,288,0.097,0.083,158,154
154,35.5,16.8,2.3,528,284,0.085,0.08,161,159
149,35.6,16.8,2.3,527,285,0.081,0.079,158,156
147,35.7,16.8,2.3,533,311,0.083,0.077,152,170
126,39.5,17,2.1,547,238,0.088,0.079,146,142
124,39.5,17.1,2.1,544,228,0.091,0.078,147,144
115,39,17.2,2.1,546,224,0.101,0.071,142,140
114,39.3,16.9,2.1,549,225,0.115,0.078,139,147
117,39.9,16.7,2.1,550,216,0.117,0.078,139,137
112,40.3,16.8,2.1,553,221,0.107,0.076,144,137
116,38.6,17.1,2.1,554,220,0.108,0.075,142,137
116,39.1,17,2.1,556,224,0.127,0.079,132,138
120,38.8,17.3,2.2,562,214,0.121,0.072,128,130
130,37.4,17.6,2.2,562,208,0.124,0.072,132,124
129,37.2,17.5,2,553,209,0.113,0.073,131,125
123,37.8,17.5,2.1,564,219,0.114,0.07,151,127
122,37.6,17.6,2.1,558,231,0.126,0.071,155,121
123,37.8,17.5,2.1,554,239,0.136,0.076,163,113
130,38.3,17.4,2.1,555,239,0.13,0.074,159,117
136,38.7,17.4,2.1,559,244,0.123,0.073,159,116
132,38.3,17.5,2,557,258,0.122,0.072,172,121
139,38.8,17.5,2,558,261,0.12,0.07,169,124
135,38.3,17.4,2.1,554,257,0.121,0.07,175,119
138,39.5,17.3,2,554,247,0.145,0.075,178,122
132,39,17.6,2,560,253,0.149,0.07,182,140
142,38.4,17.6,1.9,547,252,0.147,0.074,178,143
145,38.8,17.3,1.8,539,251,0.149,0.077,176,144
144,38.9,17.6,1.9,559,245,0.164,0.075,165,147
148,38.8,17.7,1.9,553,237,0.167,0.074,166,150
149,38.9,17.5,1.9,546,246,0.155,0.074,166,157
152,39.8,17.4,1.9,549,259,0.153,0.074,176,157
151,39.3,17.4,1.8,535,259,0.134,0.076,182,157
160,39.9,17.5,1.8,559,258,0.152,0.075,180,159
140,38.3,18.1,1.9,583,279,0.139,0.073,186,159
145,38.2,18.3,2.2,600,275,0.158,0.073,182,143
148,37.4,18.4,2,601,272,0.152,0.074,181,133
141,34.9,18.6,2,597,264,0.158,0.077,180,122
137,33.7,18.6,2.1,582,263,0.16,0.079,180,133
134,33.7,18.8,2.2,607,270,0.159,0.08,180,129
140,33.3,18.8,2.1,595,263,0.149,0.08,171,122
136,32.9,18.9,2.2,592,255,0.152,0.08,178,120
136,33,19,2.1,600,254,0.15,0.079,176,120
137,32.8,19.2,2.1,614,256,0.147,0.08,171,115
137,32.8,19.2,2.2,607,247,0.146,0.078,160,124
131,32.5,19.4,2.2,614,249,0.177,0.084,161,116
136,31.9,19.4,2.2,594,250,0.178,0.087,161,111
150,32.2,19.4,2.2,587,239,0.176,0.086,165,107
150,31.9,19.3,2.2,589,241,0.173,0.084,173,103
146,32.7,19.3,2.1,568,242,0.161,0.087,180,114
151,32.7,19.6,2.2,618,239,0.162,0.082,175,108
155,31.9,19.7,2.2,604,238,0.148,0.084,184,110
158,31,19.9,2.2,596,249,0.17,0.091,180,120
156,30.3,19.8,2.1,549,254,0.123,0.089,187,113
157,31.8,19.8,2.1,587,256,0.137,0.084,182,119
153,31,19.8,2.1,576,264,0.12,0.085,183,119
146,27,21.1,2.1,578,270,0.104,0.095,187,132
146,27.5,21.2,1.9,568,258,0.086,0.089,182,131
144,25.7,21,1.8,550,247,0.067,0.091,179,122
143,25.4,21.2,1.7,536,252,0.06,0.094,172,126
145,25.6,21.4,1.9,569,256,0.072,0.093,168,117
131,25.1,21.5,1.8,559,256,0.058,0.089,163,123
132,25.1,21.3,1.8,563,250,0.07,0.087,154,119
122,23.8,21.3,1.8,544,252,0.05,0.085,160,118
124,22.8,21.5,1.7,544,251,0.052,0.087,157,116
126,22.5,21.7,1.6,542,241,0.048,0.083,157,118
128,19.3,21.6,1.4,513,224,0.025,0.074,150,118
124,18.5,21.8,1.5,501,192,0.019,0.075,146,109
124,18.8,21.8,1.4,497,179,0.021,0.078,141,104
127,20.2,22,1.4,568,174,0.024,0.077,146,117
136,17.7,22,1.3,506,175,0.011,0.067,147,116
142,19.4,22,1.5,553,169,0.028,0.073,145,115
135,18,21.9,1.4,520,179,0.034,0.077,147,111
141,18.4,22,1.4,513,172,0.015,0.069,143,110
142,19,22,1.5,527,173,0.016,0.074,150,109
142,20.1,22.2,1.4,568,178,0.051,0.082,137,114
138,19.8,22.1,1.4,525,177,0.031,0.082,133,122
136,20.2,22,1.6,539,184,0.045,0.082,139,120
135,21.8,21.9,1.6,582,192,0.034,0.079,145,123
137,20.4,21.8,1.6,566,198,0.033,0.079,142,114
134,20.5,22,1.6,553,197,0.043,0.085,136,111
115,20.7,22.1,1.6,561,203,0.032,0.081,122,94
109,19.4,22,1.5,520,191,0.013,0.074,115,97
109,19.4,22.1,1.5,528,191,0.015,0.077,113,92
102,20.3,22.2,1.5,531,190,0.018,0.077,112,97
104,20.4,22.2,1.7,588,199,0.04,0.077,112,92
110,18.9,22.3,1.5,520,198,0.018,0.078,122,90
109,18.2,22.4,1.5,516,195,0.025,0.08,134,91
107,18.2,22.4,1.5,539,195,0.016,0.076,135,88
106,19.2,22.4,1.6,540,199,0.018,0.076,123,92
113,17.6,22.4,1.5,525,194,0.023,0.073,124,89
111,18.3,22.4,1.6,549,207,0.033,0.08,117,106
112,19.1,22.5,1.5,517,208,0.012,0.076,113,105
114,20.5,22.4,1.6,529,205,0.016,0.077,118,109
110,20.1,22.6,1.6,503,203,0.012,0.078,128,105
106,19.4,22.6,1.3,481,205,0.003,0.066,136,112
117,20,22.6,1.3,483,211,0.001,0.064,130,112
116,19.4,22.7,1.3,503,220,0.005,0.071,141,116
108,20,22.7,1.4,502,223,0.005,0.068,130,120
107,19.4,22.6,1.3,511,220,0.003,0.063,124,113
106,20.1,22.6,1.4,523,209,0.003,0.069,124,111
107,19.3,22.5,1.3,491,206,0.002,0.065,127,106
102,18.9,22.5,1.3,449,209,0.002,0.066,119,108
103,20,22.6,1.5,527,197,0.015,0.077,126,98
101,19.8,22.5,1.3,476,208,0.002,0.05,132,99
99,20,22.5,1.2,471,206,0.002,0.044,129,99
99,19.2,22.5,1.2,471,202,0.002,0.042,125,101
95,19.5,22.5,1.2,502,196,0.003,0.057,118,98
90,19.4,22.5,1.2,490,184,0.002,0.058,123,95
89,19.6,22.5,1.3,517,175,0.001,0.057,107,95
85,19.1,22.4,1.3,484,183,0.003,0.061,104,92
87,18.9,22.4,1.3,518,189,0.01,0.068,107,85
91,19.3,22.3,1.4,479,201,0.002,0.06,101,88
92,19.9,22.2,1.3,505,195,0.004,0.063,104,86
82,20.3,22.3,1.5,537,200,0.021,0.073,105,87
85,17.9,22.3,1.4,476,218,0.005,0.062,114,85
76,18.5,22.3,1.4,494,213,0.018,0.075,120,88
80,18.5,22.3,1.4,525,219,0.007,0.066,125,83
79,18,22.3,1.4,492,227,0.007,0.066,120,81
83,16,22.2,1.3,483,221,0.009,0.057,120,81
82,17.5,22.3,1.4,499,223,0.003,0.063,117,81
76,17.8,22.3,1.4,517,212,0.002,0.051,124,76
81,16,22.3,1.5,502,213,0.01,0.062,125,78
79,16.6,22.3,1.4,502,204,0.016,0.072,122,81
85,16.6,22.3,1.4,513,200,0.032,0.073,121,76
79,17.5,22.4,1.5,557,202,0.044,0.071,115,81
83,16.7,22.4,1.4,484,196,0.015,0.066,113,84
77,17.7,22.3,1.4,524,211,0.023,0.07,110,89
89,18,22.3,1.4,526,209,0.016,0.069,115,88
80,18.9,22.2,1.4,539,200,0.016,0.071,113,90
73,18.9,22.2,1.3,526,196,0.008,0.067,115,86
75,18.5,22.1,1.4,513,203,0.014,0.069,120,84
80,19.7,22.2,1.4,522,202,0.013,0.067,119,93
87,21.1,22.2,1.6,553,219,0.031,0.071,124,95
87,20.9,22.1,1.7,558,212,0.04,0.072,133,96
94,20.8,22.1,1.6,527,223,0.028,0.076,136,101
90,21.6,22.2,1.6,553,220,0.041,0.076,147,98
94,22.6,22.2,1.7,582,225,0.06,0.077,151,97
97,22,22,1.6,534,221,0.04,0.078,157,93
100,22.5,21.9,1.5,498,200,0.026,0.077,156,92
89,23.3,22,1.6,537,207,0.067,0.079,143,84
98,23.7,21.9,1.6,525,205,0.062,0.078,141,88
108,24.4,21.8,1.6,533,207,0.041,0.075,139,88
107,24.7,21.8,1.4,523,207,0.037,0.076,142,94
103,25.7,21.7,1.6,525,209,0.049,0.078,146,93
100,26.1,21.8,1.6,555,209,0.053,0.076,140,94
97,26.5,21.7,1.6,517,214,0.039,0.076,134,90
96,27,21.8,1.7,542,211,0.064,0.076,133,91
95,27.4,21.8,1.6,553,213,0.071,0.078,135,92
99,27.8,21.6,1.6,529,220,0.063,0.075,130,94
101,28.3,21.5,1.7,512,228,0.057,0.076,134,92
107,28.7,21.5,1.7,532,229,0.058,0.075,137,107
113,28.9,21.4,1.9,538,230,0.079,0.077,143,118
118,29.2,21.3,1.6,492,240,0.043,0.075,151,113
117,29.2,21.4,1.6,518,237,0.06,0.076,153,120
119,29.5,21.4,1.6,531,231,0.073,0.077,152,121
120,29.6,21.4,1.7,532,230,0.056,0.068,150,115
125,29.7,21.3,1.8,517,230,0.063,0.075,147,116
127,30,21.2,1.7,533,229,0.058,0.055,149,120
120,29.4,21.2,1.8,535,224,0.073,0.071,153,119
122,28.4,21.2,1.6,506,227,0.056,0.073,148,121
118,28.4,21,1.7,502,220,0.061,0.073,151,119
115,28.2,21,1.6,503,212,0.058,0.071,145,119
114,27.6,21.2,1.6,521,209,0.066,0.069,140,104
118,26.2,21,1.4,498,210,0.045,0.067,140,108
107,27,21.1,1.5,527,202,0.05,0.066,136,113
109,24.7,21.1,1.4,491,200,0.035,0.065,131,112
104,25.8,21.1,1.5,515,204,0.08,0.071,126,110
106,23.3,20.8,1.4,474,212,0.035,0.069,125,111
95,25,20.9,1.3,493,205,0.053,0.069,124,113
92,23.9,20.9,1.4,510,205,0.061,0.071,122,108
99,24.6,21.2,1.5,546,208,0.065,0.069,124,99
95,22.4,21,1.4,494,209,0.036,0.071,125,102
100,23.1,20.9,1.5,500,212,0.052,0.072,127,107
97,23.5,21,1.4,512,223,0.056,0.071,122,110
90,23.3,21,1.5,518,241,0.047,0.07,118,111
92,22.3,20.9,1.4,498,244,0.038,0.07,123,100
89,22.8,21,1.5,507,242,0.067,0.074,125,100
86,23,20.9,1.5,511,241,0.065,0.073,125,95
84,23.6,20.7,1.5,492,240,0.06,0.073,127,99
83,22.9,20.6,1.4,497,235,0.05,0.07,128,94
88,23.3,20.6,1.4,489,244,0.028,0.046,131,90
88,23.9,20.6,1.4,485,243,0.062,0.076,122,89
84,23.5,20.6,1.4,498,232,0.048,0.071,118,97
81,24.8,20.6,1.6,507,230,0.085,0.074,114,90
76,24.6,20.8,1.5,513,220,0.062,0.045,115,83
84,24.5,20.6,1.5,491,211,0.077,0.076,117,81
81,25.4,20.5,1.4,488,184,0.07,0.075,116,73
92,26.1,20.5,1.4,492,172,0.063,0.074,103,73
106,26.6,20.4,1.5,497,179,0.072,0.072,113,68
108,27.2,20.3,1.5,488,188,0.069,0.075,118,72
111,27.5,20.1,1.4,464,197,0.032,0.072,109,66
109,28.1,20.2,1.5,487,194,0.074,0.078,111,66
114,29,20,1.6,481,184,0.058,0.076,104,70
117,29.5,19.8,1.6,483,184,0.056,0.073,111,80
118,30.3,19.4,1.7,484,187,0.043,0.073,116,77
117,30.5,19.5,1.6,501,191,0.033,0.069,121,82
119,30.7,19.1,1.5,466,188,0.025,0.072,122,84
123,31.4,18.8,1.5,461,191,0.013,0.066,128,84
118,30.8,19.3,1.6,510,213,0.027,0.069,130,76
102,30.2,18.6,1.5,461,230,0.021,0.072,139,77
80,31,18.7,1.5,461,242,0.019,0.072,122,75
73,31,18.6,1.5,461,235,0.013,0.072,124,71
70,30.9,18.6,1.5,465,208,0.026,0.071,132,75
87,30.7,18.5,1.5,459,205,0.015,0.072,129,76
109,30.9,18.5,1.5,463,199,0.027,0.073,137,74
141,31.5,18.5,1.5,471,188,0.036,0.072,134,65
147,32.3,18.4,1.5,474,194,0.028,0.067,131,70
153,32.4,18.2,1.5,474,190,0.029,0.068,120,68
146,32.3,18.1,1.5,472,199,0.028,0.067,120,62
147,32.3,18.1,1.5,471,204,0.02,0.068,115,64
156,32.7,18,1.6,473,182,0.026,0.068,121,85
160,33.1,17.9,1.6,472,166,0.025,0.068,105,81
153,34.3,17.8,1.6,471,190,0.022,0.067,117,87
116,34.3,17.9,1.5,467,201,0.015,0.067,112,94
108,34.7,17.9,1.5,466,203,0.008,0.062,106,95
106,34.7,17.9,1.5,468,209,0.01,0.059,126,92
115,34.5,17.9,1.4,461,215,0.005,0.065,127,98
115,34.9,17.8,1.4,460,221,0.002,0.065,128,98
110,35.3,17.7,1.4,461,226,0.001,0.065,116,91
116,35.7,17.6,1.4,462,236,0.003,0.066,125,94
103,36.3,17.4,1.4,460,252,0.002,0.064,120,96
95,36.5,17.4,1.4,457,260,0.001,0.061,124,94
112,36.7,17.4,1.3,457,268,0.001,0.061,124,111
107,37,17.3,1.4,458,277,0.001,0.062,120,110
107,37,17.3,1.4,458,305,0.002,0.062,121,115
116,39.7,17,1.1,442,298,0.002,0.033,120,137
125,40,16.9,1.1,443,284,0.002,0.037,127,152
121,40.3,16.9,1.1,445,272,0.001,0.037,126,150
127,40.2,16.9,1.2,444,238,0.002,0.034,128,147
125,40.3,16.9,1.1,442,224,0.001,0.031,127,141
132,40.4,16.9,1.1,443,207,0.002,0.032,136,128
129,40.8,16.8,1.1,446,199,0.001,0.039,140,131
131,40.8,16.8,1.1,443,204,0.001,0.032,136,123
131,40.8,16.7,1,441,213,0.002,0.025,131,124
133,41.1,16.6,1.1,443,207,0.001,0.035,137,118
126,41.3,16.5,1,443,213,0.002,0.038,138,120
134,41.4,16.2,1,438,220,0.001,0.03,143,117
132,41.6,16.1,1,436,225,0.001,0.029,131,122
119,41.8,16.1,1,436,228,0.002,0.029,135,103
99,41.6,16.2,1,440,207,0.002,0.032,163,100
88,41.2,16.3,1,443,215,0.001,0.04,156,97
90,41.6,16,1,440,205,0.001,0.034,154,101
89,42.1,15.9,1,442,209,0.002,0.039,149,102
91,42.3,15.9,0.9,444,205,0.001,0.039,147,95
87,42.8,15.9,1,444,217,0.001,0.03,152,96
96,43.5,15.7,0.9,443,205,0.001,0.04,154,98
87,43.5,15.8,1,444,208,0.001,0.039,149,99
92,42.1,16.2,1,449,212,0.007,0.057,151,90
84,41.2,16.6,1,447,221,0.002,0.042,151,102
88,42.2,16.4,1,450,217,0.006,0.044,156,105
97,41.4,16.6,1,450,200,0.006,0.048,150,101
115,42,16.6,1,452,199,0.002,0.047,141,101
126,40.6,17,1,456,207,0.003,0.048,142,102
121,41.4,17.1,1,458,215,0.006,0.05,145,97
118,41,17.3,1,460,218,0.007,0.049,147,106
121,40.6,17.3,1.1,460,237,0.007,0.048,153,115
127,40.6,17.4,1,466,230,0.007,0.05,158,115
120,41.2,17.4,1.1,473,240,0.031,0.056,159,117
131,40.6,17.3,1,466,248,0.016,0.052,167,117
131,42,17.2,1.1,467,260,0.015,0.036,170,128
135,41.5,17.1,1.1,466,264,0.021,0.055,177,122
142,42.1,17.3,1.1,473,296,0.019,0.056,183,138
133,37.7,18,1.1,466,297,0.018,0.06,184,137
139,37.1,18.1,1.1,468,295,0.024,0.063,179,137
136,36.1,18.1,1.2,471,290,0.028,0.065,181,136
139,36.1,17.9,1,467,278,0.032,0.072,176,135
